DATE,OPEN,HIGH,LOW,CLOSE
06/12/2006,5.900000,5.900000,5.900000,5.900000
06/13/2006,7.040000,7.040000,7.040000,7.040000
06/14/2006,8.900000,8.900000,8.900000,8.900000
06/15/2006,8.020000,8.020000,8.020000,8.020000
06/16/2006,9.860000,9.860000,9.860000,9.860000
06/19/2006,8.760000,8.760000,8.760000,8.760000
06/20/2006,7.200000,7.200000,7.200000,7.200000
06/21/2006,7.860000,7.860000,7.860000,7.860000
06/22/2006,7.030000,7.030000,7.030000,7.030000
06/23/2006,6.260000,6.260000,6.260000,6.260000
06/26/2006,7.190000,7.190000,7.190000,7.190000
06/27/2006,4.430000,4.430000,4.430000,4.430000
06/28/2006,6.190000,6.190000,6.190000,6.190000
06/29/2006,5.170000,5.170000,5.170000,5.170000
06/30/2006,4.690000,4.690000,4.690000,4.690000
07/03/2006,5.160000,5.160000,5.160000,5.160000
07/05/2006,4.390000,4.390000,4.390000,4.390000
07/06/2006,4.370000,4.370000,4.370000,4.370000
07/07/2006,6.350000,6.350000,6.350000,6.350000
07/10/2006,6.250000,6.250000,6.250000,6.250000
07/11/2006,5.680000,5.680000,5.680000,5.680000
07/12/2006,5.520000,5.520000,5.520000,5.520000
07/13/2006,6.260000,6.260000,6.260000,6.260000
07/14/2006,5.340000,5.340000,5.340000,5.340000
07/17/2006,5.350000,5.350000,5.350000,5.350000
07/18/2006,5.750000,5.750000,5.750000,5.750000
07/19/2006,6.380000,6.380000,6.380000,6.380000
07/20/2006,5.000000,5.000000,5.000000,5.000000
07/21/2006,5.160000,5.160000,5.160000,5.160000
07/24/2006,5.100000,5.100000,5.100000,5.100000
07/25/2006,6.350000,6.350000,6.350000,6.350000
07/26/2006,5.980000,5.980000,5.980000,5.980000
07/27/2006,5.730000,5.730000,5.730000,5.730000
07/28/2006,5.440000,5.440000,5.440000,5.440000
07/31/2006,5.080000,5.080000,5.080000,5.080000
08/01/2006,5.990000,5.990000,5.990000,5.990000
08/02/2006,4.820000,4.820000,4.820000,4.820000
08/03/2006,5.420000,5.420000,5.420000,5.420000
08/04/2006,5.170000,5.170000,5.170000,5.170000
08/07/2006,4.510000,4.510000,4.510000,4.510000
08/08/2006,5.600000,5.600000,5.600000,5.600000
08/09/2006,6.750000,6.750000,6.750000,6.750000
08/10/2006,4.090000,4.090000,4.090000,4.090000
08/11/2006,5.040000,5.040000,5.040000,5.040000
08/14/2006,5.050000,5.050000,5.050000,5.050000
08/15/2006,4.740000,4.740000,4.740000,4.740000
08/16/2006,4.750000,4.750000,4.750000,4.750000
08/17/2006,5.410000,5.410000,5.410000,5.410000
08/18/2006,5.110000,5.110000,5.110000,5.110000
08/21/2006,5.180000,5.180000,5.180000,5.180000
08/22/2006,4.930000,4.930000,4.930000,4.930000
08/23/2006,5.870000,5.870000,5.870000,5.870000
08/24/2006,5.560000,5.560000,5.560000,5.560000
08/25/2006,5.450000,5.450000,5.450000,5.450000
08/28/2006,5.780000,5.780000,5.780000,5.780000
08/29/2006,5.630000,5.630000,5.630000,5.630000
08/30/2006,5.160000,5.160000,5.160000,5.160000
08/31/2006,5.230000,5.230000,5.230000,5.230000
09/01/2006,5.370000,5.370000,5.370000,5.370000
09/05/2006,4.590000,4.590000,4.590000,4.590000
09/06/2006,5.450000,5.450000,5.450000,5.450000
09/07/2006,5.500000,5.500000,5.500000,5.500000
09/08/2006,5.590000,5.590000,5.590000,5.590000
09/11/2006,5.180000,5.180000,5.180000,5.180000
09/12/2006,5.230000,5.230000,5.230000,5.230000
09/13/2006,5.010000,5.010000,5.010000,5.010000
09/14/2006,4.850000,4.850000,4.850000,4.850000
09/15/2006,5.260000,5.260000,5.260000,5.260000
09/18/2006,5.130000,5.130000,5.130000,5.130000
09/19/2006,5.420000,5.420000,5.420000,5.420000
09/20/2006,4.590000,4.590000,4.590000,4.590000
09/21/2006,4.860000,4.860000,4.860000,4.860000
09/22/2006,4.960000,4.960000,4.960000,4.960000
09/25/2006,3.810000,3.810000,3.810000,3.810000
09/26/2006,4.060000,4.060000,4.060000,4.060000
09/27/2006,4.430000,4.430000,4.430000,4.430000
09/28/2006,3.960000,3.960000,3.960000,3.960000
09/29/2006,3.660000,3.660000,3.660000,3.660000
10/02/2006,3.250000,3.250000,3.250000,3.250000
10/03/2006,2.370000,2.370000,2.370000,2.370000
10/04/2006,4.180000,4.180000,4.180000,4.180000
10/05/2006,3.840000,3.840000,3.840000,3.840000
10/06/2006,6.080000,6.080000,6.080000,6.080000
10/09/2006,5.760000,5.760000,5.760000,5.760000
10/10/2006,5.580000,5.580000,5.580000,5.580000
10/11/2006,5.410000,5.410000,5.410000,5.410000
10/12/2006,5.440000,5.440000,5.440000,5.440000
10/13/2006,3.960000,3.960000,3.960000,3.960000
10/16/2006,4.610000,4.610000,4.610000,4.610000
10/17/2006,4.870000,4.870000,4.870000,4.870000
10/18/2006,4.310000,4.310000,4.310000,4.310000
10/19/2006,3.770000,3.770000,3.770000,3.770000
10/20/2006,3.780000,3.780000,3.780000,3.780000
10/23/2006,3.990000,3.990000,3.990000,3.990000
10/24/2006,3.710000,3.710000,3.710000,3.710000
10/25/2006,3.460000,3.460000,3.460000,3.460000
10/26/2006,3.160000,3.160000,3.160000,3.160000
10/27/2006,3.420000,3.420000,3.420000,3.420000
10/30/2006,4.020000,4.020000,4.020000,4.020000
10/31/2006,2.240000,2.240000,2.240000,2.240000
11/01/2006,3.120000,3.120000,3.120000,3.120000
11/02/2006,5.000000,5.000000,5.000000,5.000000
11/03/2006,4.950000,4.950000,4.950000,4.950000
11/06/2006,4.980000,4.980000,4.980000,4.980000
11/07/2006,4.620000,4.620000,4.620000,4.620000
11/08/2006,4.320000,4.320000,4.320000,4.320000
11/09/2006,4.430000,4.430000,4.430000,4.430000
11/10/2006,3.340000,3.340000,3.340000,3.340000
11/13/2006,3.220000,3.220000,3.220000,3.220000
11/14/2006,2.450000,2.450000,2.450000,2.450000
11/15/2006,3.180000,3.180000,3.180000,3.180000
11/16/2006,3.110000,3.110000,3.110000,3.110000
11/17/2006,3.850000,3.850000,3.850000,3.850000
11/20/2006,4.160000,4.160000,4.160000,4.160000
11/21/2006,4.080000,4.080000,4.080000,4.080000
11/22/2006,3.980000,3.980000,3.980000,3.980000
11/24/2006,4.500000,4.500000,4.500000,4.500000
11/27/2006,5.500000,5.500000,5.500000,5.500000
11/28/2006,5.060000,5.060000,5.060000,5.060000
11/29/2006,6.010000,6.010000,6.010000,6.010000
11/30/2006,4.810000,4.810000,4.810000,4.810000
12/01/2006,6.680000,6.680000,6.680000,6.680000
12/04/2006,6.490000,6.490000,6.490000,6.490000
12/05/2006,6.630000,6.630000,6.630000,6.630000
12/06/2006,6.620000,6.620000,6.620000,6.620000
12/07/2006,7.490000,7.490000,7.490000,7.490000
12/08/2006,4.930000,4.930000,4.930000,4.930000
12/11/2006,5.160000,5.160000,5.160000,5.160000
12/12/2006,5.570000,5.570000,5.570000,5.570000
12/13/2006,5.030000,5.030000,5.030000,5.030000
12/14/2006,5.290000,5.290000,5.290000,5.290000
12/15/2006,5.690000,5.690000,5.690000,5.690000
12/18/2006,5.320000,5.320000,5.320000,5.320000
12/19/2006,5.880000,5.880000,5.880000,5.880000
12/20/2006,5.250000,5.250000,5.250000,5.250000
12/21/2006,4.940000,4.940000,4.940000,4.940000
12/22/2006,5.210000,5.210000,5.210000,5.210000
12/26/2006,5.390000,5.390000,5.390000,5.390000
12/27/2006,5.390000,5.390000,5.390000,5.390000
12/28/2006,5.130000,5.130000,5.130000,5.130000
12/29/2006,4.970000,4.970000,4.970000,4.970000
01/03/2007,4.600000,4.600000,4.600000,4.600000
01/04/2007,5.860000,5.860000,5.860000,5.860000
01/05/2007,5.920000,5.920000,5.920000,5.920000
01/08/2007,5.340000,5.340000,5.340000,5.340000
01/09/2007,5.040000,5.040000,5.040000,5.040000
01/10/2007,4.850000,4.850000,4.850000,4.850000
01/11/2007,3.820000,3.820000,3.820000,3.820000
01/12/2007,3.450000,3.450000,3.450000,3.450000
01/16/2007,3.750000,3.750000,3.750000,3.750000
01/17/2007,3.820000,3.820000,3.820000,3.820000
01/18/2007,4.650000,4.650000,4.650000,4.650000
01/19/2007,5.050000,5.050000,5.050000,5.050000
01/22/2007,4.070000,4.070000,4.070000,4.070000
01/23/2007,4.070000,4.070000,4.070000,4.070000
01/24/2007,4.280000,4.280000,4.280000,4.280000
01/25/2007,4.040000,4.040000,4.040000,4.040000
01/26/2007,4.130000,4.130000,4.130000,4.130000
01/29/2007,3.960000,3.960000,3.960000,3.960000
01/30/2007,4.490000,4.490000,4.490000,4.490000
01/31/2007,2.970000,2.970000,2.970000,2.970000
02/01/2007,5.330000,5.330000,5.330000,5.330000
02/02/2007,5.560000,5.560000,5.560000,5.560000
02/05/2007,5.780000,5.780000,5.780000,5.780000
02/06/2007,5.550000,5.550000,5.550000,5.550000
02/07/2007,5.350000,5.350000,5.350000,5.350000
02/08/2007,5.520000,5.520000,5.520000,5.520000
02/09/2007,4.530000,4.530000,4.530000,4.530000
02/12/2007,4.520000,4.520000,4.520000,4.520000
02/13/2007,4.730000,4.730000,4.730000,4.730000
02/14/2007,4.520000,4.520000,4.520000,4.520000
02/15/2007,4.230000,4.230000,4.230000,4.230000
02/16/2007,4.140000,4.140000,4.140000,4.140000
02/20/2007,3.980000,3.980000,3.980000,3.980000
02/21/2007,4.230000,4.230000,4.230000,4.230000
02/22/2007,4.230000,4.230000,4.230000,4.230000
02/23/2007,3.800000,3.800000,3.800000,3.800000
02/26/2007,4.590000,4.590000,4.590000,4.590000
02/27/2007,6.370000,6.370000,6.370000,6.370000
02/28/2007,7.530000,7.530000,7.530000,7.530000
03/01/2007,7.370000,7.370000,7.370000,7.370000
03/02/2007,8.680000,8.680000,8.680000,8.680000
03/05/2007,7.760000,7.760000,7.760000,7.760000
03/06/2007,6.840000,6.840000,6.840000,6.840000
03/07/2007,4.920000,4.920000,4.920000,4.920000
03/08/2007,7.810000,7.810000,7.810000,7.810000
03/09/2007,7.890000,7.890000,7.890000,7.890000
03/12/2007,7.910000,7.910000,7.910000,7.910000
03/13/2007,9.720000,9.720000,9.720000,9.720000
03/14/2007,9.680000,9.680000,9.680000,9.680000
03/15/2007,9.420000,9.420000,9.420000,9.420000
03/16/2007,8.750000,8.750000,8.750000,8.750000
03/19/2007,7.960000,7.960000,7.960000,7.960000
03/20/2007,7.720000,7.720000,7.720000,7.720000
03/21/2007,7.310000,7.310000,7.310000,7.310000
03/22/2007,7.310000,7.310000,7.310000,7.310000
03/23/2007,6.380000,6.380000,6.380000,6.380000
03/26/2007,5.960000,5.960000,5.960000,5.960000
03/27/2007,5.570000,5.570000,5.570000,5.570000
03/28/2007,5.310000,5.310000,5.310000,5.310000
03/29/2007,5.770000,5.770000,5.770000,5.770000
03/30/2007,5.050000,5.050000,5.050000,5.050000
04/02/2007,5.130000,5.130000,5.130000,5.130000
04/03/2007,5.160000,5.160000,5.160000,5.160000
04/04/2007,5.400000,5.400000,5.400000,5.400000
04/05/2007,8.080000,8.080000,8.080000,8.080000
04/09/2007,7.610000,7.610000,7.610000,7.610000
04/10/2007,7.530000,7.530000,7.530000,7.530000
04/11/2007,7.760000,7.760000,7.760000,7.760000
04/12/2007,7.620000,7.620000,7.620000,7.620000
04/13/2007,6.060000,6.060000,6.060000,6.060000
04/16/2007,6.020000,6.020000,6.020000,6.020000
04/17/2007,5.310000,5.310000,5.310000,5.310000
04/18/2007,5.590000,5.590000,5.590000,5.590000
04/19/2007,5.270000,5.270000,5.270000,5.270000
04/20/2007,5.980000,5.980000,5.980000,5.980000
04/23/2007,6.180000,6.180000,6.180000,6.180000
04/24/2007,6.030000,6.030000,6.030000,6.030000
04/25/2007,6.020000,6.020000,6.020000,6.020000
04/26/2007,5.540000,5.540000,5.540000,5.540000
04/27/2007,5.470000,5.470000,5.470000,5.470000
04/30/2007,6.430000,6.430000,6.430000,6.430000
05/01/2007,6.570000,6.570000,6.570000,6.570000
05/02/2007,6.770000,6.770000,6.770000,6.770000
05/03/2007,7.750000,7.750000,7.750000,7.750000
05/04/2007,7.350000,7.350000,7.350000,7.350000
05/07/2007,7.470000,7.470000,7.470000,7.470000
05/08/2007,7.400000,7.400000,7.400000,7.400000
05/09/2007,7.080000,7.080000,7.080000,7.080000
05/10/2007,6.740000,6.740000,6.740000,6.740000
05/11/2007,5.670000,5.670000,5.670000,5.670000
05/14/2007,5.580000,5.580000,5.580000,5.580000
05/15/2007,5.710000,5.710000,5.710000,5.710000
05/16/2007,7.170000,7.170000,7.170000,7.170000
05/17/2007,7.500000,7.500000,7.500000,7.500000
05/18/2007,7.410000,7.410000,7.410000,7.410000
05/21/2007,7.590000,7.590000,7.590000,7.590000
05/22/2007,6.970000,6.970000,6.970000,6.970000
05/23/2007,6.940000,6.940000,6.940000,6.940000
05/24/2007,6.850000,6.850000,6.850000,6.850000
05/25/2007,6.900000,6.900000,6.900000,6.900000
05/29/2007,6.330000,6.330000,6.330000,6.330000
05/30/2007,6.070000,6.070000,6.070000,6.070000
05/31/2007,5.980000,5.980000,5.980000,5.980000
06/01/2007,5.880000,5.880000,5.880000,5.880000
06/04/2007,5.680000,5.680000,5.680000,5.680000
06/05/2007,5.040000,5.040000,5.040000,5.040000
06/06/2007,5.060000,5.060000,5.060000,5.060000
06/07/2007,9.240000,9.240000,9.240000,9.240000
06/08/2007,8.350000,8.350000,8.350000,8.350000
06/11/2007,7.700000,7.700000,7.700000,7.700000
06/12/2007,8.530000,8.530000,8.530000,8.530000
06/13/2007,7.500000,7.500000,7.500000,7.500000
06/14/2007,6.980000,6.980000,6.980000,6.980000
06/15/2007,7.860000,7.860000,7.860000,7.860000
06/18/2007,7.070000,7.070000,7.070000,7.070000
06/19/2007,6.050000,6.050000,6.050000,6.050000
06/20/2007,6.360000,6.360000,6.360000,6.360000
06/21/2007,6.120000,6.120000,6.120000,6.120000
06/22/2007,3.130000,3.130000,3.130000,3.130000
06/25/2007,3.490000,3.490000,3.490000,3.490000
06/26/2007,4.840000,4.840000,4.840000,4.840000
06/27/2007,5.180000,5.180000,5.180000,5.180000
06/28/2007,4.150000,4.150000,4.150000,4.150000
06/29/2007,2.930000,2.930000,2.930000,2.930000
07/02/2007,4.030000,4.030000,4.030000,4.030000
07/03/2007,4.160000,4.160000,4.160000,4.160000
07/05/2007,4.900000,4.900000,4.900000,4.900000
07/06/2007,8.150000,8.150000,8.150000,8.150000
07/09/2007,7.300000,7.300000,7.300000,7.300000
07/10/2007,7.480000,7.480000,7.480000,7.480000
07/11/2007,6.960000,6.960000,6.960000,6.960000
07/12/2007,7.260000,7.260000,7.260000,7.260000
07/13/2007,5.540000,5.540000,5.540000,5.540000
07/16/2007,4.490000,4.490000,4.490000,4.490000
07/17/2007,4.670000,4.670000,4.670000,4.670000
07/18/2007,4.690000,4.690000,4.690000,4.690000
07/19/2007,4.850000,4.850000,4.850000,4.850000
07/20/2007,3.830000,3.830000,3.830000,3.830000
07/23/2007,4.660000,4.660000,4.660000,4.660000
07/24/2007,4.090000,4.090000,4.090000,4.090000
07/25/2007,4.530000,4.530000,4.530000,4.530000
07/26/2007,5.420000,5.420000,5.420000,5.420000
07/27/2007,5.670000,5.670000,5.670000,5.670000
07/30/2007,4.180000,4.180000,4.180000,4.180000
07/31/2007,5.220000,5.220000,5.220000,5.220000
08/01/2007,4.370000,4.370000,4.370000,4.370000
08/02/2007,4.300000,4.300000,4.300000,4.300000
08/03/2007,4.660000,4.660000,4.660000,4.660000
08/06/2007,5.140000,5.140000,5.140000,5.140000
08/07/2007,5.060000,5.060000,5.060000,5.060000
08/08/2007,5.140000,5.140000,5.140000,5.140000
08/09/2007,6.470000,6.470000,6.470000,6.470000
08/10/2007,5.440000,5.440000,5.440000,5.440000
08/13/2007,5.790000,5.790000,5.790000,5.790000
08/14/2007,3.660000,3.660000,3.660000,3.660000
08/15/2007,10.990000,10.990000,10.990000,10.990000
08/16/2007,12.020000,12.020000,12.020000,12.020000
08/17/2007,10.460000,10.460000,10.460000,10.460000
08/20/2007,10.200000,10.200000,10.200000,10.200000
08/21/2007,9.370000,9.370000,9.370000,9.370000
08/22/2007,10.350000,10.350000,10.350000,10.350000
08/23/2007,9.480000,9.480000,9.480000,9.480000
08/24/2007,8.850000,8.850000,8.850000,8.850000
08/27/2007,9.020000,9.020000,9.020000,9.020000
08/28/2007,7.670000,7.670000,7.670000,7.670000
08/29/2007,8.110000,8.110000,8.110000,8.110000
08/30/2007,8.090000,8.090000,8.090000,8.090000
08/31/2007,5.890000,5.890000,5.890000,5.890000
09/04/2007,5.260000,5.260000,5.260000,5.260000
09/05/2007,4.280000,4.280000,4.280000,4.280000
09/06/2007,5.190000,5.190000,5.190000,5.190000
09/07/2007,7.020000,7.020000,7.020000,7.020000
09/10/2007,5.060000,5.060000,5.060000,5.060000
09/11/2007,8.110000,8.110000,8.110000,8.110000
09/12/2007,8.260000,8.260000,8.260000,8.260000
09/13/2007,9.570000,9.570000,9.570000,9.570000
09/14/2007,10.560000,10.560000,10.560000,10.560000
09/17/2007,10.200000,10.200000,10.200000,10.200000
09/18/2007,7.950000,7.950000,7.950000,7.950000
09/19/2007,8.270000,8.270000,8.270000,8.270000
09/20/2007,9.000000,9.000000,9.000000,9.000000
09/21/2007,5.570000,5.570000,5.570000,5.570000
09/24/2007,5.230000,5.230000,5.230000,5.230000
09/25/2007,4.380000,4.380000,4.380000,4.380000
09/26/2007,5.330000,5.330000,5.330000,5.330000
09/27/2007,4.530000,4.530000,4.530000,4.530000
09/28/2007,4.900000,4.900000,4.900000,4.900000
10/01/2007,5.710000,5.710000,5.710000,5.710000
10/02/2007,6.410000,6.410000,6.410000,6.410000
10/03/2007,7.090000,7.090000,7.090000,7.090000
10/04/2007,5.720000,5.720000,5.720000,5.720000
10/05/2007,7.880000,7.880000,7.880000,7.880000
10/08/2007,8.900000,8.900000,8.900000,8.900000
10/09/2007,7.420000,7.420000,7.420000,7.420000
10/10/2007,8.170000,8.170000,8.170000,8.170000
10/11/2007,7.430000,7.430000,7.430000,7.430000
10/12/2007,4.730000,4.730000,4.730000,4.730000
10/15/2007,5.200000,5.200000,5.200000,5.200000
10/16/2007,5.570000,5.570000,5.570000,5.570000
10/17/2007,5.690000,5.690000,5.690000,5.690000
10/18/2007,5.380000,5.380000,5.380000,5.380000
10/19/2007,5.550000,5.550000,5.550000,5.550000
10/22/2007,4.770000,4.770000,4.770000,4.770000
10/23/2007,5.570000,5.570000,5.570000,5.570000
10/24/2007,2.810000,2.810000,2.810000,2.810000
10/25/2007,3.260000,3.260000,3.260000,3.260000
10/26/2007,3.860000,3.860000,3.860000,3.860000
10/29/2007,2.990000,2.990000,2.990000,2.990000
10/30/2007,4.600000,4.600000,4.600000,4.600000
10/31/2007,2.700000,2.700000,2.700000,2.700000
11/01/2007,4.120000,4.120000,4.120000,4.120000
11/02/2007,3.710000,3.710000,3.710000,3.710000
11/05/2007,2.570000,2.570000,2.570000,2.570000
11/06/2007,3.450000,3.450000,3.450000,3.450000
11/07/2007,7.560000,7.560000,7.560000,7.560000
11/08/2007,11.160000,11.160000,11.160000,11.160000
11/09/2007,4.830000,4.830000,4.830000,4.830000
11/12/2007,7.350000,7.350000,7.350000,7.350000
11/13/2007,7.180000,7.180000,7.180000,7.180000
11/14/2007,11.540000,11.540000,11.540000,11.540000
11/15/2007,12.850000,12.850000,12.850000,12.850000
11/16/2007,10.360000,10.360000,10.360000,10.360000
11/19/2007,8.000000,8.000000,8.000000,8.000000
11/20/2007,6.300000,6.300000,6.300000,6.300000
11/21/2007,5.940000,5.940000,5.940000,5.940000
11/23/2007,5.280000,5.280000,5.280000,5.280000
11/26/2007,3.980000,3.980000,3.980000,3.980000
11/27/2007,3.820000,3.820000,3.820000,3.820000
11/28/2007,3.210000,3.210000,3.210000,3.210000
11/29/2007,2.730000,2.730000,2.730000,2.730000
11/30/2007,2.310000,2.310000,2.310000,2.310000
12/03/2007,4.040000,4.040000,4.040000,4.040000
12/04/2007,3.200000,3.200000,3.200000,3.200000
12/05/2007,7.190000,7.190000,7.190000,7.190000
12/06/2007,7.120000,7.120000,7.120000,7.120000
12/07/2007,6.760000,6.760000,6.760000,6.760000
12/10/2007,6.370000,6.370000,6.370000,6.370000
12/11/2007,4.360000,4.360000,4.360000,4.360000
12/12/2007,6.350000,6.350000,6.350000,6.350000
12/13/2007,5.530000,5.530000,5.530000,5.530000
12/14/2007,5.730000,5.730000,5.730000,5.730000
12/17/2007,4.510000,4.510000,4.510000,4.510000
12/18/2007,3.710000,3.710000,3.710000,3.710000
12/19/2007,4.310000,4.310000,4.310000,4.310000
12/20/2007,3.520000,3.520000,3.520000,3.520000
12/21/2007,4.440000,4.440000,4.440000,4.440000
12/24/2007,4.920000,4.920000,4.920000,4.920000
12/26/2007,4.600000,4.600000,4.600000,4.600000
12/27/2007,3.170000,3.170000,3.170000,3.170000
12/28/2007,3.790000,3.790000,3.790000,3.790000
12/31/2007,2.230000,2.230000,2.230000,2.230000
01/02/2008,2.980000,2.980000,2.980000,2.980000
01/03/2008,5.960000,5.960000,5.960000,5.960000
01/04/2008,5.440000,5.440000,5.440000,5.440000
01/07/2008,4.630000,4.630000,4.630000,4.630000
01/08/2008,4.060000,4.060000,4.060000,4.060000
01/09/2008,5.390000,5.390000,5.390000,5.390000
01/10/2008,4.920000,4.920000,4.920000,4.920000
01/11/2008,1.690000,1.690000,1.690000,1.690000
01/14/2008,2.140000,2.140000,2.140000,2.140000
01/15/2008,1.750000,1.750000,1.750000,1.750000
01/16/2008,1.980000,1.980000,1.980000,1.980000
01/17/2008,1.370000,1.370000,1.370000,1.370000
01/18/2008,3.640000,3.640000,3.640000,3.640000
01/22/2008,6.880000,6.880000,6.880000,6.880000
